City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
80,Sistranda,63.7256,8.834,51.76,77,95,10.13,NO,1667532930
81,Bethel,41.3712,-73.414,54.48,89,0,0.0,US,1667532931
82,Lompoc,34.6391,-120.4579,53.74,72,0,3.44,US,1667532769
83,New Norfolk,-42.7826,147.0587,66.7,32,60,2.44,AU,1667532932
84,Khandyga,62.6667,135.6,2.71,92,69,2.04,RU,1667532932
85,Ketchikan,55.3422,-131.6461,43.27,87,75,4.61,US,1667532790
86,Hong Kong,22.2855,114.1577,75.96,86,41,11.01,HK,1667532750
87,Busselton,-33.65,115.3333,66.52,49,71,13.8,AU,1667532934
88,Kapaa,22.0752,-159.319,82.38,80,75,16.11,US,1667532736
89,Tshikapa,-6.4167,20.8,68.7,90,79,0.74,CD,1667532934
90,Poso,-1.3959,120.7524,87.17,64,100,4.79,ID,1667532935
91,Shubarkuduk,49.1447,56.4872,27.64,92,80,13.65,KZ,1667532935
92,Balyqshy,47.0667,51.8667,35.6,87,75,11.18,KZ,1667532936
93,San Patricio,28.017,-97.5169,78.66,87,25,14.16,US,1667532936
94,Pisco,-13.7,-76.2167,60.85,88,100,13.8,PE,1667532937
95,Bengkulu,-3.8004,102.2655,84.09,66,98,9.31,ID,1667532938
96,Batemans Bay,-35.7167,150.1833,68.09,62,46,10.04,AU,1667532938
97,Hobart,-42.8794,147.3294,67.05,52,20,11.5,AU,1667532938
98,Malakal,9.5334,31.6605,71.51,39,40,5.08,SS,1667532939
99,Dingle,10.9995,122.6711,85.3,75,91,11.41,PH,1667532939
100,Terney,45.0503,136.6092,36.66,35,12,14.58,RU,1667532940
101,Jaicós,-7.3592,-41.1378,75.15,82,76,3.0,BR,1667532940
102,Laas,46.6166,10.7002,49.08,99,100,2.77,IT,1667532941
103,Matara,5.9485,80.5353,84.16,68,69,7.76,LK,1667532941
104,Ribeira Grande,38.5167,-28.7,67.77,97,49,7.0,PT,1667532942
105,Chara,56.9064,118.2631,19.49,82,59,4.92,RU,1667532942
106,Sitka,57.0531,-135.33,42.69,70,75,6.91,US,1667532943
107,Inuvik,68.3499,-133.7218,13.21,85,100,8.05,CA,1667532943
108,Saint-Philippe,-21.3585,55.7679,74.79,75,86,7.56,RE,1667532944
109,Airai,-8.9266,125.4092,75.07,59,92,3.11,TL,1667532944
110,Acapulco de Juárez,16.8634,-99.8901,80.42,83,0,4.61,MX,1667532906
111,Samarai,-10.6167,150.6667,84.7,71,45,9.6,PG,1667532945
112,Jamestown,42.097,-79.2353,55.04,82,0,9.22,US,1667532945
113,Antalaha,-14.9003,50.2788,71.94,77,87,3.8,MG,1667532946
114,Tasiilaq,65.6145,-37.6368,32.16,95,100,11.21,GL,1667532946
115,Taltal,-25.4,-70.4833,59.36,80,6,2.68,CL,1667532947
116,Ngunguru,-35.6167,174.5,62.76,86,100,4.16,NZ,1667532947
117,Buenos Aires,-34.6132,-58.3772,65.98,69,0,18.41,AR,1667532753
118,Kruisfontein,-34.0033,24.7314,61.88,85,94,9.46,ZA,1667532948
119,Bulalacao,12.3254,121.3435,84.97,70,30,14.97,PH,1667532948
120,Sibu,2.3,111.8167,77.31,94,40,3.44,MY,1667532949
121,Mount Isa,-20.7333,139.5,85.77,13,0,9.22,AU,1667532949
122,Myre,69.1036,15.9492,46.33,82,84,8.57,NO,1667532950
123,Esmeraldas,-19.7625,-44.3139,59.31,90,74,2.64,BR,1667532950
124,Sharjah city,25.3573,55.4033,79.09,36,0,12.66,AE,1667532951
125,Tucuruí,-3.7661,-49.6725,73.56,94,100,3.38,BR,1667532951
126,Babu,24.4167,111.5167,64.74,70,100,3.69,CN,1667532952
127,Tilichiki,60.4667,166.1,19.42,97,100,8.75,RU,1667532952
128,Aloleng,16.1307,119.7824,84.42,73,17,11.52,PH,1667532953
129,Corn Island,12.1694,-83.0418,82.27,75,100,6.73,NI,1667532953
130,Katsuura,35.1333,140.3,71.04,46,46,9.19,JP,1667532954
131,Banepā,27.6298,85.5214,62.92,68,20,0.0,NP,1667532954
132,Nikolskoye,59.7035,30.7861,31.91,81,24,2.39,RU,1667532954
133,Qaanaaq,77.484,-69.3632,10.53,59,85,8.84,GL,1667532955
134,Indri,29.88,77.0711,73.6,53,12,5.75,IN,1667532955
135,Gemeente Wageningen,51.9667,5.6667,49.06,93,75,8.05,NL,1667532956
136,Karratha,-20.7377,116.8463,91.74,20,0,11.56,AU,1667532675
137,Norman Wells,65.282,-126.8329,5.04,85,100,12.66,CA,1667532957
138,Vaini,-21.2,-175.2,80.76,78,20,11.5,TO,1667532957
139,Pontianak,-0.0333,109.3333,78.78,83,40,4.61,ID,1667532714
140,Port Elizabeth,-33.918,25.5701,64.09,94,0,12.66,ZA,1667532958
141,Thompson,55.7435,-97.8558,14.16,85,75,6.91,CA,1667532958
142,Kulhudhuffushi,6.6221,73.07,81.5,70,100,6.51,MV,1667532959
143,Avarua,-21.2078,-159.775,75.25,73,75,11.5,CK,1667532959
144,Pombal,-6.7703,-37.8017,78.87,59,77,14.47,BR,1667532960
145,Mar del Plata,-38.0023,-57.5575,56.08,89,0,17.0,AR,1667532882
146,Kalmar,56.6616,16.3616,49.14,87,100,9.22,SE,1667532961
147,Atar,20.5169,-13.0499,73.27,13,0,7.78,MR,1667532961
148,Grindavik,63.8424,-22.4338,36.07,93,0,9.22,IS,1667532962
149,Butaritari,3.0707,172.7902,80.62,69,75,12.15,KI,1667532962
150,Chokurdakh,70.6333,147.9167,-16.19,96,40,2.82,RU,1667532963
151,Maceió,-9.6658,-35.7353,74.64,94,0,5.75,BR,1667532830
152,Faanui,-16.4833,-151.75,78.26,75,97,24.18,PF,1667532964
153,Mackay,-21.15,149.2,80.69,51,17,18.1,AU,1667532965
154,Arraial do Cabo,-22.9661,-42.0278,66.7,66,67,11.03,BR,1667532965
155,Westport,41.1415,-73.3579,57.18,88,0,4.61,US,1667532966
156,Khatanga,71.9667,102.5,-8.36,99,84,5.82,RU,1667532967
157,Vanavara,60.34,102.2797,15.57,81,98,3.13,RU,1667532968
158,Terrace Bay,48.7834,-87.1,46.2,98,100,5.66,CA,1667532968
159,Zhigansk,66.7697,123.3711,-2.43,93,12,10.11,RU,1667532969
160,Siocon,7.7061,122.1353,87.58,67,99,0.96,PH,1667532970
161,Shubarshi,48.5872,57.1869,31.19,91,90,14.25,KZ,1667532970
162,Bereda,43.2686,-7.5406,44.42,100,95,2.28,ES,1667532971
163,Tura,25.5198,90.2201,77.32,65,3,0.74,IN,1667532972
164,Vila,42.0304,-8.1588,40.08,94,50,3.31,PT,1667532972
165,Lavrentiya,65.5833,-171.0,13.66,75,81,7.34,RU,1667532973
166,Tezu,27.9167,96.1667,78.98,32,0,2.91,IN,1667532973
167,Bandar,2.05,99.75,85.96,63,97,1.83,ID,1667532974
168,Abu Samrah,35.3029,37.1841,56.91,72,0,4.5,SY,1667532975
169,Bundaberg,-24.85,152.35,74.37,47,62,13.02,AU,1667532742
170,Kaitangata,-46.2817,169.8464,56.68,57,65,16.93,NZ,1667532975
171,Dordrecht,51.81,4.6736,50.0,93,79,1.99,NL,1667532976
172,Naryan-Mar,67.6713,53.087,17.56,87,28,6.4,RU,1667532976
173,Sauda,59.6506,6.3542,46.69,97,100,4.16,NO,1667532977
174,Vila Velha,-20.3297,-40.2925,64.94,85,75,8.05,BR,1667532810
175,Nanortalik,60.1432,-45.2371,36.52,75,100,19.51,GL,1667532978
176,Māngrol,21.1167,70.1167,84.34,42,0,7.2,IN,1667532979
177,Tuatapere,-46.1333,167.6833,50.23,82,83,14.83,NZ,1667532979
178,Bois-Guillaume,49.4602,1.1222,47.98,88,75,10.36,FR,1667532980
179,Kurush,41.2841,47.8345,27.23,87,56,6.13,RU,1667532980
180,Maragogi,-9.0122,-35.2225,76.41,82,94,9.33,BR,1667532981
181,Auki,-8.7676,160.7034,81.72,79,56,4.5,SB,1667532981
182,Fort-Shevchenko,44.5086,50.263,45.77,62,47,13.58,KZ,1667532982
183,Tuy Hoa,13.0833,109.3,77.61,78,83,8.79,VN,1667532982
184,Hermanus,-34.4187,19.2345,65.8,90,100,9.28,ZA,1667532983
185,Milas,37.3164,27.7839,61.14,34,3,2.68,TR,1667532984
186,Pimentel,-6.8367,-79.9342,63.09,83,80,9.53,PE,1667532984
187,Buraidah,26.326,43.975,61.25,45,64,7.47,SA,1667532776
188,Atasū,48.6814,71.6433,40.62,61,100,12.19,KZ,1667532985
189,Barrow,71.2906,-156.7887,10.42,85,100,5.75,US,1667532986
190,Margate,51.3813,1.3862,47.89,92,100,1.01,GB,1667532986
191,Foumbot,5.5079,10.6356,62.62,88,53,2.46,CM,1667532987
192,Saint Paul Harbor,57.79,-152.4072,33.31,32,0,26.46,US,1667532797
193,Bonthe,7.5264,-12.505,76.75,85,99,0.13,SL,1667532988
194,Husavik,66.0449,-17.3389,38.5,99,100,9.24,IS,1667532988
195,Ostrovnoy,68.0531,39.5131,35.11,85,77,16.4,RU,1667532989
196,Bairiki Village,1.3292,172.9752,86.0,66,20,8.05,KI,1667532989
197,Galle,6.0367,80.217,81.84,76,79,7.34,LK,1667532920
198,Vanimo,-2.6741,141.3028,86.22,68,77,6.42,PG,1667532990
199,Nhulunbuy,-12.2333,136.7667,92.01,46,75,18.41,AU,1667532991
200,Torbay,47.6666,-52.7314,37.76,71,20,11.5,CA,1667532936
201,Kedrovyy,56.1667,91.8167,34.21,93,100,6.2,RU,1667532991
202,Bubaque,11.2833,-15.8333,83.3,69,100,5.5,GW,1667532992
203,Belle Fourche,44.6714,-103.8522,33.49,60,85,5.12,US,1667532992
204,Ilulissat,69.2167,-51.1,33.82,51,75,17.27,GL,1667532993
205,Maraã,-1.8333,-65.3667,72.5,83,100,2.93,BR,1667532993
206,Zeya,53.75,127.2667,26.22,61,61,2.53,RU,1667532994
207,Yatou,37.15,122.3833,50.41,40,75,14.7,CN,1667532994
208,Najrān,17.4924,44.1277,61.45,29,1,1.01,SA,1667532895
209,Argelia,2.2556,-77.2488,65.86,99,100,0.4,CO,1667532995
210,Korla,41.7597,86.1469,52.11,35,5,7.31,CN,1667532995
211,Vao,-22.6667,167.4833,76.06,83,9,15.12,NC,1667532996
212,Gorontalo,0.5412,123.0595,87.35,66,99,3.78,ID,1667532708
213,Andenes,69.3143,16.1194,43.93,87,100,6.91,NO,1667532997
214,Harper,4.375,-7.7169,77.11,88,100,4.54,LR,1667532997
215,Portland,45.5234,-122.6762,46.72,87,100,10.36,US,1667532648
216,Sirajganj,24.45,89.7167,77.09,72,0,8.12,BD,1667532998
217,Saskylakh,71.9167,114.0833,9.73,95,100,10.87,RU,1667532998
218,Kavaratti,10.5669,72.642,82.24,70,73,4.81,IN,1667532999
219,Gonder,12.6,37.4667,55.51,62,4,5.03,ET,1667532999
220,Āsandh,29.5167,76.6,76.96,40,3,4.68,IN,1667533000
221,Jonesboro,35.8423,-90.7043,64.22,67,0,8.05,US,1667532790
222,Carnarvon,-24.8667,113.6333,77.14,55,0,16.91,AU,1667533000
223,Vulcan,45.3833,23.2667,42.75,88,16,3.53,RO,1667532999
224,Correntina,-13.3433,-44.6367,65.35,94,100,6.89,BR,1667533001
225,Malia,35.2833,25.4667,65.12,44,0,1.59,GR,1667533001
226,Abu Dhabi,24.4667,54.3667,78.82,44,0,5.75,AE,1667533002
227,Palembang,-2.9167,104.7458,82.49,78,40,2.3,ID,1667533002
228,San Cristobal,7.7669,-72.225,71.78,98,100,3.87,VE,1667533003
229,La Romana,18.4273,-68.9728,77.36,94,20,0.0,DO,1667533003
230,Flin Flon,54.7682,-101.865,5.74,100,84,3.85,CA,1667533004
231,Altay,47.8667,88.1167,46.44,36,85,3.76,CN,1667533004
232,Sittwe,20.15,92.9,81.97,70,1,0.83,MM,1667533005
233,Montepuez,-13.1256,38.9997,70.38,81,7,4.88,MZ,1667533005
234,Okha,53.5739,142.9478,34.75,66,66,15.23,RU,1667533006
235,Yerbogachën,61.2767,108.0108,11.64,73,16,9.44,RU,1667533006
236,Cidreira,-30.1811,-50.2056,60.39,72,40,6.24,BR,1667533007
237,Ozernovskiy,51.5,156.5167,39.7,95,100,14.81,RU,1667533007
238,Cutro,39.0353,16.9819,57.83,45,17,2.84,IT,1667533007
239,Itarema,-2.9248,-39.9167,77.09,80,30,8.08,BR,1667533008
240,Pāsighāt,28.0667,95.3333,77.85,44,0,3.22,IN,1667533008
241,Longyearbyen,78.2186,15.6401,30.04,86,20,6.91,SJ,1667533009
242,Bañón,40.8382,-1.1909,54.66,72,0,10.36,ES,1667533009
243,Artigas,-30.4,-56.4667,53.82,82,67,9.89,UY,1667533010
244,Ahipara,-35.1667,173.1667,65.19,67,78,8.48,NZ,1667533010
245,Aswān,24.0934,32.907,64.13,45,9,7.36,EG,1667532867
246,Narsaq,60.9167,-46.05,43.02,59,100,16.71,GL,1667533011
247,San Quintín,30.4833,-115.95,59.61,51,7,15.55,MX,1667533012
248,Salina,38.8403,-97.6114,68.31,77,0,17.27,US,1667532986
249,Saint George,37.1041,-113.5841,45.43,50,0,10.36,US,1667533013
250,Lanzhou,36.0564,103.7922,50.83,46,7,5.1,CN,1667533013
251,Puntarenas,9.9763,-84.8384,77.29,87,100,3.38,CR,1667533013
252,Santiago del Estero,-27.7951,-64.2615,63.21,23,2,8.95,AR,1667533009
253,Alpena,45.0617,-83.4327,62.85,69,0,10.36,US,1667533014
254,Pointe Michel,15.25,-61.3833,80.26,78,99,12.03,DM,1667533015
255,Tokur,53.1333,132.9,18.23,71,98,5.64,RU,1667533015
256,Shimoda,34.6667,138.95,71.96,43,28,19.53,JP,1667533015
257,Xining,36.6167,101.7667,43.38,53,6,3.98,CN,1667533016
258,Carutapera,-1.195,-46.02,77.47,85,52,5.28,BR,1667533016
259,Mehamn,71.0357,27.8492,40.95,81,88,19.57,NO,1667533017
260,Antofagasta,-23.65,-70.4,60.08,79,44,2.71,CL,1667532798
261,Cap Malheureux,-19.9842,57.6142,76.46,71,28,7.0,MU,1667533018
262,Churapcha,62.0025,132.4325,9.72,91,100,1.99,RU,1667533018
263,Saint-Augustin,51.226,-58.6502,35.35,54,100,7.67,CA,1667533018
264,Noyon,49.5833,3.0,48.85,89,100,9.35,FR,1667533019
265,Sibolga,1.7427,98.7792,77.97,87,100,1.74,ID,1667533019
266,Luwuk,-0.9516,122.7875,85.59,73,92,3.53,ID,1667533020
267,Eydhafushi,5.1033,73.0708,81.81,72,17,8.28,MV,1667533020
268,Atlantis,-33.5667,18.4834,64.98,84,8,5.3,ZA,1667533021
269,Saldanha,-33.0117,17.9442,55.45,94,18,3.56,ZA,1667533022
270,Cabo San Lucas,22.8909,-109.9124,76.6,72,20,11.5,MX,1667532849
271,Senador José Porfírio,-2.5908,-51.9542,73.13,92,88,1.07,BR,1667533023
272,Mattru,7.6244,-11.8332,72.52,96,95,0.13,SL,1667533023
273,Salou,41.0766,1.1416,63.05,57,0,5.75,ES,1667533024
274,Arica,-18.475,-70.3042,63.95,77,100,8.05,CL,1667533024
275,Gunib,42.3876,46.9651,39.45,73,84,1.86,RU,1667533025
276,Bambous Virieux,-20.3428,57.7575,76.21,83,40,9.22,MU,1667533026
277,Iqaluit,63.7506,-68.5145,11.93,67,100,14.97,CA,1667533026
278,Eureka,40.8021,-124.1637,49.93,90,99,2.46,US,1667533013
279,Taoudenni,22.6783,-3.9836,69.98,20,7,10.74,ML,1667533027
280,Aksarka,66.5606,67.7975,3.78,91,6,4.14,RU,1667533028
281,Iquique,-20.2208,-70.1431,62.64,73,25,2.01,CL,1667533028
282,Mahabad,36.7631,45.7222,45.43,58,2,7.27,IR,1667533029
283,Assiut,27.181,31.1837,59.18,60,100,5.14,EG,1667533030
284,Ust'-Karsk,52.7011,118.8077,27.43,55,98,2.06,RU,1667533031
285,Tselinnoye,53.0833,85.6667,37.35,89,89,6.08,RU,1667533032
286,Nantucket,41.2835,-70.0995,57.99,93,0,6.91,US,1667533033
287,Hithadhoo,-0.6,73.0833,82.18,72,33,11.88,MV,1667533033
288,Yaring,6.8662,101.3689,84.07,71,95,5.44,TH,1667533034
289,Olginskaya,47.1879,39.9492,47.93,48,100,4.23,RU,1667533034
290,Provideniya,64.3833,-173.3,16.93,72,100,5.79,RU,1667533035
291,Cooma,-36.2333,149.1333,66.0,35,2,1.36,AU,1667533036
292,Verāval,20.9,70.3667,84.76,41,0,6.82,IN,1667533037
293,Adrar,20.5022,-10.0711,69.49,17,0,9.6,MR,1667533037
294,Kortkeros,61.8106,51.5806,28.4,94,79,4.56,RU,1667533039
295,Negombo,7.2083,79.8358,82.45,83,20,2.3,LK,1667533039
296,Saryg-Sep,51.5,95.6,26.85,70,100,2.55,RU,1667533040
297,Clarence Town,-32.5833,151.7833,69.94,55,75,8.59,AU,1667533040
298,Ambalavao,-21.8333,46.9333,69.3,76,29,1.45,MG,1667533041
299,Belgrade,44.804,20.4651,53.69,88,36,1.99,RS,1667533042
300,Iaciara,-14.0958,-46.6317,65.89,84,92,5.57,BR,1667533042
301,Krasnosel'kup,65.7,82.4667,3.96,84,12,6.76,RU,1667533043
302,Hambantota,6.1241,81.1185,80.94,94,40,2.3,LK,1667533043
303,Rawson,-43.3002,-65.1023,68.63,33,0,25.86,AR,1667533044
304,Krasnoyarskiy,51.965,59.8967,26.69,92,100,8.28,RU,1667533045
305,Kununurra,-15.7667,128.7333,87.78,62,17,4.61,AU,1667533045
306,Kalur Kot,32.1564,71.2594,79.79,27,100,2.33,PK,1667533046
307,Anopino,55.6981,40.6671,29.57,95,100,3.85,RU,1667533046
308,Camacha,33.0833,-16.3333,65.62,88,40,5.75,PT,1667533047
309,Alexandria,31.2156,29.9553,59.54,60,0,1.57,EG,1667532854
310,Dombarovskiy,50.7587,59.5386,28.76,92,100,9.89,RU,1667533049
311,São João da Barra,-21.6403,-41.0511,65.16,73,98,11.41,BR,1667533049
312,Pacific Grove,36.6177,-121.9166,52.66,78,0,15.01,US,1667533050
313,Poum,-20.2333,164.0167,80.11,74,76,3.69,NC,1667533050
314,Dunedin,-45.8742,170.5036,61.25,47,54,17.67,NZ,1667533051
315,Salinópolis,-0.6136,-47.3561,78.28,85,65,7.31,BR,1667533052
316,Broken Hill,-31.95,141.4333,66.0,36,0,6.51,AU,1667533053
317,Khokhlovo,59.1492,37.3998,28.42,95,89,3.78,RU,1667533053
318,Banyo,6.75,11.8167,63.57,79,20,3.31,CM,1667533053
319,Damietta,31.4165,31.8133,69.69,61,0,6.2,EG,1667533054
320,Qaqortoq,60.7167,-46.0333,36.37,62,100,17.02,GL,1667533054
321,Akhisar,38.9185,27.8401,55.44,60,9,2.82,TR,1667533055
322,Madang,-5.2246,145.7966,86.85,63,100,7.94,PG,1667533055
323,Itoman,26.1247,127.6694,79.57,66,20,20.71,JP,1667533056
324,Zhezkazgan,47.8043,67.7144,35.58,93,75,15.66,KZ,1667533056
325,Ocampo,21.65,-101.5,64.31,40,83,0.58,MX,1667533057
326,Anáhuac,27.2333,-100.15,75.16,69,0,24.74,MX,1667533057
327,Neftçala,39.3742,49.2472,61.16,70,39,10.98,AZ,1667533058
328,Esim,4.8699,-2.2405,77.05,86,100,5.7,GH,1667533058
329,Sarkand,45.41,79.9186,50.86,36,93,2.13,KZ,1667533059
330,Yumen,40.2833,97.2,41.43,33,12,20.6,CN,1667533059
331,Phan Thiet,10.9333,108.1,84.69,67,20,13.51,VN,1667533060
332,Kalat,29.0225,66.5916,59.85,33,76,7.96,PK,1667533060
333,Voh,-20.9667,164.7,83.64,64,60,8.99,NC,1667533061
334,Bilecik Province,40.0,30.1667,34.48,77,12,2.53,TR,1667533061
335,Três Pontas,-21.3667,-45.5125,53.89,91,100,5.1,BR,1667533062
336,Kadoma,34.7333,135.5833,72.64,43,20,13.8,JP,1667533062
337,Clyde River,70.4692,-68.5914,17.83,86,100,10.36,CA,1667533063
338,Solnechnyy,50.7214,136.6319,34.07,36,66,1.57,RU,1667533063
339,Sakakah,29.9697,40.2064,56.77,49,1,4.25,SA,1667532894
340,Kloulklubed,7.0419,134.2556,77.5,70,69,3.33,PW,1667533064
341,Lüderitz,-26.6481,15.1594,58.12,90,35,2.89,NA,1667533065
342,Kenora,49.8167,-94.4337,34.77,93,100,9.22,CA,1667533065
343,Sayyan,15.1718,44.3244,56.07,32,1,1.61,YE,1667533066
344,Monterey,36.2505,-121.2516,47.17,1,42,6.55,US,1667532933
345,Saugor,23.8333,78.7167,78.84,38,0,4.18,IN,1667533067
346,Tete,-16.1564,33.5867,78.89,69,20,6.91,MZ,1667533067
347,Kahului,20.8947,-156.47,84.22,63,75,16.11,US,1667532740
348,Ranfurly,-45.1333,170.1,56.82,55,54,22.75,NZ,1667533068
349,Kamaishi,39.2667,141.8833,54.05,45,73,15.19,JP,1667533069
350,Huarmey,-10.0681,-78.1522,62.56,86,47,6.22,PE,1667533069
351,Lagoa,39.05,-27.9833,67.19,88,7,15.21,PT,1667533070
352,Fairbanks,64.8378,-147.7164,14.59,84,100,6.91,US,1667532772
353,Baoding,38.8511,115.4903,52.66,42,66,7.07,CN,1667532864
354,Pouembout,-21.1333,164.9,83.66,63,69,8.93,NC,1667533071
355,Mount Gambier,-37.8333,140.7667,57.72,63,100,4.97,AU,1667533071
356,Puerto del Rosario,28.5004,-13.8627,71.35,78,20,13.8,ES,1667533071
357,Artyom,40.4723,50.333,51.94,70,87,5.5,AZ,1667533072
358,Kendari,-3.945,122.4989,89.01,57,93,6.38,ID,1667533072
